0,400,1650,400,0,588.729484139097,1650,588.729484139097,
2,775.580548968044,1652,775.580548968044,2,1045.08206344361,1652,1045.08206344361,
1150,410,1350,410,1150,443.669773166872,1350,443.669773166872,
1150,450,1350,450,1150,483.669773166872,1350,483.669773166872,
1150,520,1350,520,1150,553.669773166872,1350,553.669773166872,
1370,410,1570,410,1370,443.669773166872,1570,443.669773166872,
1370,450,1570,450,1370,483.669773166872,1570,483.669773166872,
1370,520,1570,520,1370,553.669773166872,1570,553.669773166872,
206.917730068591,520,430,520,206.917730068591,553.669773166872,430,553.669773166872,
206.917730068591,884.196776351165,758.397749478682,884.196776351165,206.917730068591,922.063325869202,758.397749478682,922.063325869202,
206.917730068591,925.245970438957,758.397749478682,925.245970438957,206.917730068591,957.866549518037,758.397749478682,957.866549518037,
210,975.245970438957,761.480019410091,975.245970438957,210,1013.11251995699,761.480019410091,1013.11251995699,
1150,781.436574399926,1350,781.436574399926,1150,809.250322134916,1350,809.250322134916,
1150,820,1350,820,1150,847.81374773499,1350,847.81374773499,
1150,889.223177242689,1350,889.223177242689,1150,917.036924977679,1350,917.036924977679,
1370,781.436574399926,1570,781.436574399926,1370,809.250322134916,1570,809.250322134916,
1370,820,1570,820,1370,847.81374773499,1570,847.81374773499,
1150,930.052801783047,1350,930.052801783047,1150,957.866549518037,1350,957.866549518037,
1150,980.27237133048,1350,980.27237133048,1150,1008.08611906547,1350,1008.08611906547,
1370,889.223177242689,1570,889.223177242689,1370,917.036924977679,1570,917.036924977679,
1370,930.052801783047,1570,930.052801783047,1370,957.866549518037,1570,957.866549518037,
1370,980.27237133048,1570,980.27237133048,1370,1008.08611906547,1570,1008.08611906547,
