0.744416873449154,343.518495171336,1650,343.518495171336,0.744416873449154,1273.77644418669,1650,1273.77644418669,
100,457.936395459248,800,457.936395459248,100,493.197375320645,800,493.197375320645,
100,500,800,500,100,529.592125961934,800,529.592125961934,
100,535.260979861397,800,535.260979861397,100,565.986876603223,800,565.986876603223,
100,650,800,650,100,689.796062980967,800,689.796062980967,
100,697.732458440215,800,697.732458440215,100,730.725896741826,800,730.725896741826,
100,750,800,750,100,780.725896741826,800,780.725896741826,
100,793.284521308101,800,793.284521308101,100,831.946813509175,800,831.946813509175,
100,838.662292201074,800,838.662292201074,100,880.725896741826,800,880.725896741826,
100,886.394750641289,800,886.394750641289,100,930.725896741826,800,930.725896741826,
100,938.662292201074,800,938.662292201074,100,976.190813622256,800,976.190813622256,
100,980.725896741826,800,980.725896741826,100,1017.12064738312,800,1017.12064738312,
100,1038.66229220107,800,1038.66229220107,100,1068.25441816301,800,1068.25441816301,
100,1086.39475064129,800,1086.39475064129,100,1130.72589674183,800,1130.72589674183,
100,1150,800,1150,100,1194.33114610054,800,1194.33114610054,
100,1218.14033247828,800,1218.14033247828,100,1251.13377077989,800,1251.13377077989,
890,375.171717171717,1110,375.171717171717,890,420,1110,420,
890,521.15859377494,1110,521.15859377494,890,565.986876603223,1110,565.986876603223,
890,1150,1110,1150,890,1194.82828282828,1110,1194.82828282828,
890,1212.22291021495,1110,1212.22291021495,890,1257.05119304323,1110,1257.05119304323,
1170,350,1340,350,1170,380,1340,380,
1170,390,1340,390,1170,420,1340,420,
1170,499.796062980967,1340,499.796062980967,1170,529.796062980967,1340,529.796062980967,
1370,350,1540,350,1370,380,1540,380,
1370,390,1540,390,1370,420,1540,420,
1370,499.592125961934,1540,499.592125961934,1370,529.592125961934,1540,529.592125961934,
1170,535.986876603223,1340,535.986876603223,1170,565.986876603223,1340,565.986876603223,
1370,535.62392823231,1540,535.62392823231,1370,565.62392823231,1540,565.62392823231,
1370,590,1540,590,1370,620,1540,620,
1170,590,1340,590,1170,620,1340,620,
1170,697.732458440215,1340,697.732458440215,1170,727.732458440215,1340,727.732458440215,
1370,700.725896741826,1540,700.725896741826,1370,730.725896741826,1540,730.725896741826,
1170,750,1340,750,1170,780,1340,780,
1370,750.725896741826,1540,750.725896741826,1370,780.725896741826,1540,780.725896741826,
1170,838.662292201074,1340,838.662292201074,1170,868.662292201074,1340,868.662292201074,
1370,838.662292201074,1540,838.662292201074,1370,868.662292201074,1540,868.662292201074,
1170,893.560323691558,1340,893.560323691558,1170,923.560323691558,1340,923.560323691558,
1370,893.560323691558,1540,893.560323691558,1370,923.560323691558,1540,923.560323691558,
1170,980.725896741826,1340,980.725896741826,1170,1010.72589674183,1340,1010.72589674183,
1370,980.725896741826,1540,980.725896741826,1370,1010.72589674183,1540,1010.72589674183,
1170,1038.66229220107,1340,1038.66229220107,1170,1068.66229220107,1340,1068.66229220107,
1170,1093.56032369156,1340,1093.56032369156,1170,1123.56032369156,1340,1123.56032369156,
1170,1164.33114610054,1340,1164.33114610054,1170,1194.33114610054,1340,1194.33114610054,
1170,1218.14033247828,1340,1218.14033247828,1170,1248.14033247828,1340,1248.14033247828,
1370,1038.25441816301,1540,1038.25441816301,1370,1068.25441816301,1540,1068.25441816301,
1370,1093.56032369156,1540,1093.56032369156,1370,1123.56032369156,1540,1123.56032369156,
1370,1164.82828282828,1540,1164.82828282828,1370,1194.82828282828,1540,1194.82828282828,
1370,1219.63705162909,1540,1219.63705162909,1370,1249.63705162909,1540,1249.63705162909,
